"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"솔빛","솔빛","서울특별시","종로구","도시공원                                                                                                ","서울특별시 종로구","1.7933","100000","02-2148-3544","서울특별시 종로구 송월동 145-3","","서울특별시 종로구청","","","2021-07-12","","2021-10-17 11:36:46.0"
"소담","소담","서울특별시","종로구","도시공원                                                                                                ","서울특별시 종로구","491.4","100000","02-2148-3544","서울특별시 종로구 행촌동 211-4","","서울특별시 종로구청","","","2021-07-12","","2021-10-17 11:36:46.0"
"종묘광장","종묘광장","서울특별시","종로구","도시공원                                                                                                ","서울특별시 종로구","42.045","100000","02-2148-3544","서울특별시 종로구 훈정동 2","","서울특별시 종로구청","","","2021-07-12","","2021-10-17 11:36:46.0"
"교보~KT D타워~KT사잇길","교보~KT D타워~KT사잇길","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 종로1길 42","","서울특별시 종로구청","37.57390428","126.9789853","2021-07-12","","2021-10-17 11:36:46.0"
"그랑서울과 SC은행 사이 보행로","그랑서울과 SC은행 사이 보행로","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","273.15","100000","02-2148-3544","서울특별시 종로구 종로 33","","서울특별시 종로구청","37.57096024","126.9814402","2021-07-12","","2021-10-17 11:36:46.0"
"인사동길","인사동길 주거리","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","580","100000","02-2148-3544","서울특별시 종로구 인사동길 59","","서울특별시 종로구청","37.57514475","126.9833863","2021-07-12","","2021-10-17 11:36:46.0"
"중학천 보행로","중학천 보행로","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","219.87","100000","02-2148-3544","서울특별시 종로구 종로3길 17","","서울특별시 종로구청","37.570922","126.9789137","2021-07-12","","2021-10-17 11:36:46.0"
"청진공원 주변보도","청진공원 주변보도","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 종로3길 24-15","","서울특별시 종로구청","37.57167716","126.9797421","2021-07-12","","2021-10-17 11:36:46.0"
"효제초등학교 주변 보행로","효제초등학교 주변 보행로","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 김상옥로 42-1","","서울특별시 종로구청","37.57316011","127.0024315","2021-07-12","","2021-10-17 11:36:46.0"
"종로구청 주변 도로","삼봉로 종로1길 종로3길 종로5길 양쪽 보도 및 차도 1500m/ 교보생명~광화문KT 앞 보도 250m","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 삼봉로 43","","서울특별시 종로구청","37.57319787","126.9788134","2021-07-12","","2021-10-17 11:36:46.0"
"서울대학교병원 주변 보도 및 이면도로","서울대병원 후문 함춘회관 ~ 우체국한사랑의집(대학로5길) 194m/혜화역 3번 출입구 ~ 함춘약국(대학로 93 ~ 133) 247m","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 대학로 5길 61","","서울특별시 종로구청","37.57968692","127.0017027","2021-07-12","","2021-10-17 11:36:46.0"
"서울지방국세청 어린이집 주변","수송동 80-1(도로) 일대","서울특별시","종로구","거리                                                                                                  ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 종로5길 76","","서울특별시 종로구청","37.57392263","126.9808916","2021-07-12","","2021-10-17 11:36:46.0"
"경희궁공원","공원면적 전체","서울특별시","종로구","도시공원                                                                                                ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","100930","100000","02-2148-3544","서울특별시 종로구 새문안로 55","","서울특별시 종로구청","37.57049685","126.9710752","2021-07-12","","2021-10-17 11:36:46.0"
"해오름 어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 여의대방로31길 10 (신길동)","서울특별시 영등포구 신길동 621-4번지","서울특별시 영등포구청","37.5006006712","126.9191621","2020-09-21","","2021-10-17 11:36:46.0"
